Rgp,Rgp_lib,Dut,Dut_lib,Âge au bac,Sexe,Mention au Bac,Année de cohorte des données sur le passage entre L1 et L2,Effectif de néobacheliers de la cohorte,Passage en 2ème année de DUT en 1 an,Passage en 2ème année de DUT en 2 ans,Année de cohorte des données sur la réussite en licence,Effectif de néobacheliers de la cohorte.1,Obtention du DUT en 2 ans,Obtention du DUT en 3 ans
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Homme,Passable premier groupe,2014,26.0,25.0,0.0,2013,17.0,14.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard d'un an,Femme,Assez bien,2014,4.0,4.0,0.0,2013,2.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Femme,Bien,2014,1.0,1.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Très bien,2014,0.0,0.0,0.0,2013,2.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,Non pris en compte,Femme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,5.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard d'un an,Femme,Passable premier groupe,2014,24.0,17.0,2.0,2013,21.0,13.0,2.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Homme,Bien,2014,5.0,5.0,0.0,2013,4.0,4.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard de plus d'un an,Homme,Assez bien,2014,2.0,1.0,0.0,2013,2.0,2.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Femme,Bien,2014,3.0,2.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Femme,Passable premier groupe,2014,4.0,3.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Homme,Bien,2014,6.0,6.0,0.0,2013,9.0,8.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard de plus d'un an,Homme,Assez bien,2014,17.0,7.0,1.0,2013,19.0,6.0,4.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,En retard de plus d'un an,Homme,Inconnue,2014,5.0,5.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard d'un an,Femme,Assez bien,2014,3.0,1.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,83.0,50.0,8.0,2013,64.0,31.0,12.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Femme,Passable premier groupe,2014,209.0,188.0,8.0,2013,173.0,148.0,12.0
CM,Communication et médiation,CS,Carrières sociales,Non pris en compte,Homme,Très bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Femme,Bien,2014,11.0,11.0,0.0,2013,12.0,11.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard de plus d'un an,Homme,Très bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard d'un an,Femme,Passable premier groupe,2014,9.0,0.0,3.0,2013,10.0,0.0,2.0
CM,Communication et médiation,CS,Carrières sociales,A l'heure ou en avance,Homme,Inconnue,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard de plus d'un an,Homme,Assez bien,2014,0.0,0.0,0.0,2013,2.0,1.0,1.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,Non pris en compte,Homme,Inconnue,2014,0.0,0.0,0.0,2013,2.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,A l'heure ou en avance,Homme,Très bien,2014,2.0,2.0,0.0,2013,2.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard d'un an,Homme,Passable premier groupe,2014,11.0,9.0,1.0,2013,12.0,4.0,3.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard d'un an,Femme,Assez bien,2014,13.0,8.0,0.0,2013,1.0,0.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard de plus d'un an,Homme,Passable premier groupe,2014,27.0,4.0,3.0,2013,29.0,1.0,6.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Femme,Assez bien,2014,9.0,5.0,0.0,2013,12.0,5.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,2.0,2.0,0.0,2013,3.0,1.0,1.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",A l'heure ou en avance,Homme,Bien,2014,11.0,10.0,0.0,2013,22.0,19.0,2.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard de plus d'un an,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Femme,Bien,2014,37.0,31.0,1.0,2013,19.0,18.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Femme,Assez bien,2014,48.0,40.0,1.0,2013,44.0,35.0,3.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Homme,Passable premier groupe,2014,10.0,5.0,3.0,2013,6.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard d'un an,Homme,Passable deuxième groupe,2014,5.0,0.0,1.0,2013,3.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,9.0,1.0,1.0,2013,26.0,3.0,7.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,A l'heure ou en avance,Femme,Passable premier groupe,2014,1.0,1.0,0.0,2013,2.0,1.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard de plus d'un an,Femme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,3.0,0.0,1.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,A l'heure ou en avance,Femme,Inconnue,2014,2.0,1.0,0.0,2013,1.0,1.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,En retard d'un an,Homme,Bien,2014,4.0,3.0,1.0,2013,1.0,1.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",Non pris en compte,Femme,Passable premier groupe,2014,1.0,0.0,0.0,2013,2.0,0.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard d'un an,Homme,Assez bien,2014,4.0,1.0,1.0,2013,0.0,0.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard d'un an,Femme,Passable premier groupe,2014,2.0,1.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,A l'heure ou en avance,Femme,Très bien,2014,2.0,2.0,0.0,2013,2.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard d'un an,Homme,Passable premier groupe,2014,13.0,6.0,1.0,2013,12.0,4.0,4.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Femme,Assez bien,2014,1.0,0.0,0.0,2013,1.0,0.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,Non pris en compte,Homme,Bien,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,2.0,0.0,2.0,2013,6.0,0.0,1.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,Non pris en compte,Homme,Passable premier groupe,2014,7.0,0.0,1.0,2013,16.0,3.0,1.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Femme,Assez bien,2014,2.0,1.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard de plus d'un an,Femme,Passable premier groupe,2014,3.0,1.0,1.0,2013,1.0,0.0,1.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,A l'heure ou en avance,Femme,Assez bien,2014,194.0,174.0,8.0,2013,204.0,153.0,18.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard de plus d'un an,Femme,Passable premier groupe,2014,2.0,1.0,0.0,2013,3.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Homme,Passable premier groupe,2014,7.0,3.0,2.0,2013,4.0,2.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,A l'heure ou en avance,Homme,Bien,2014,21.0,13.0,4.0,2013,16.0,13.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Femme,Passable premier groupe,2014,156.0,61.0,27.0,2013,171.0,61.0,33.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Femme,Passable deuxième groupe,2014,3.0,1.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,2.0,1.0,1.0,2013,0.0,0.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Homme,Inconnue,2014,2.0,2.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard de plus d'un an,Homme,Bien,2014,2.0,2.0,0.0,2013,2.0,1.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,Non pris en compte,Homme,Assez bien,2014,13.0,6.0,1.0,2013,14.0,6.0,3.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Inconnue,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard d'un an,Homme,Bien,2014,3.0,2.0,0.0,2013,1.0,0.0,1.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,A l'heure ou en avance,Homme,Assez bien,2014,50.0,24.0,8.0,2013,47.0,14.0,13.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard de plus d'un an,Homme,Assez bien,2014,8.0,6.0,0.0,2013,9.0,5.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Femme,Assez bien,2014,20.0,15.0,1.0,2013,14.0,12.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,Non pris en compte,Homme,Inconnue,2014,1.0,1.0,0.0,2013,4.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Inconnue,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,A l'heure ou en avance,Femme,Bien,2014,1.0,0.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,En retard d'un an,Femme,Bien,2014,1.0,1.0,0.0,2013,2.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,En retard d'un an,Femme,Passable premier groupe,2014,4.0,0.0,1.0,2013,2.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Femme,Passable premier groupe,2014,2.0,2.0,0.0,2013,4.0,3.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Homme,Assez bien,2014,6.0,3.0,2.0,2013,15.0,11.0,1.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,A l'heure ou en avance,Femme,Passable premier groupe,2014,64.0,44.0,6.0,2013,54.0,37.0,13.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Homme,Inconnue,2014,8.0,5.0,0.0,2013,4.0,2.0,1.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,A l'heure ou en avance,Homme,Inconnue,2014,4.0,2.0,1.0,2013,2.0,0.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Femme,Bien,2014,2.0,1.0,0.0,2013,3.0,3.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Passable premier groupe,2014,24.0,18.0,0.0,2013,27.0,22.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Bien,2014,3.0,3.0,0.0,2013,6.0,5.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard de plus d'un an,Femme,Bien,2014,0.0,0.0,0.0,2013,1.0,0.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,A l'heure ou en avance,Homme,Assez bien,2014,37.0,31.0,1.0,2013,44.0,30.0,6.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard de plus d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,2.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,A l'heure ou en avance,Femme,Passable premier groupe,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard de plus d'un an,Femme,Passable premier groupe,2014,1.0,1.0,0.0,2013,2.0,1.0,1.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Femme,Inconnue,2014,2.0,1.0,0.0,2013,1.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,A l'heure ou en avance,Homme,Assez bien,2014,23.0,2.0,7.0,2013,28.0,14.0,7.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,Non pris en compte,Femme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard de plus d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard de plus d'un an,Homme,Assez bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,Non pris en compte,Femme,Bien,2014,56.0,31.0,3.0,2013,54.0,34.0,6.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard d'un an,Femme,Passable premier groupe,2014,9.0,6.0,1.0,2013,10.0,5.0,2.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,Non pris en compte,Femme,Bien,2014,6.0,6.0,0.0,2013,6.0,6.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,En retard d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,4.0,0.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,A l'heure ou en avance,Femme,Assez bien,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,7.0,0.0,0.0,2013,5.0,0.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",En retard d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,Non pris en compte,Homme,Assez bien,2014,9.0,2.0,1.0,2013,12.0,2.0,1.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard de plus d'un an,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,4.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Homme,Passable deuxième groupe,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Femme,Très bien,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard de plus d'un an,Femme,Passable premier groupe,2014,1.0,1.0,0.0,2013,2.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard d'un an,Femme,Bien,2014,44.0,41.0,0.0,2013,53.0,47.0,3.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,1.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",En retard d'un an,Homme,Bien,2014,3.0,1.0,1.0,2013,12.0,7.0,4.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard d'un an,Homme,Assez bien,2014,13.0,5.0,1.0,2013,16.0,3.0,1.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard d'un an,Homme,Passable deuxième groupe,2014,2.0,0.0,0.0,2013,2.0,0.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard d'un an,Femme,Passable premier groupe,2014,7.0,7.0,0.0,2013,11.0,11.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Femme,Très bien,2014,3.0,3.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,A l'heure ou en avance,Femme,Assez bien,2014,13.0,5.0,5.0,2013,10.0,5.0,4.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard de plus d'un an,Homme,Inconnue,2014,1.0,1.0,0.0,2013,1.0,1.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,En retard d'un an,Femme,Passable premier groupe,2014,3.0,3.0,0.0,2013,7.0,4.0,1.0
